Number,Date,Distance,Average Speed,Vertical,Profile score,Stage type,Year,Race 
26,19 July 1975,220.5,33.34,1699,31,1,1975,tour-de-france
27,20 July 1975,0,34.8978,,,0,1975,tour-de-france
1,24 June 1976,8,43.44,66,2,1,1976,tour-de-france
2,25 June 1976,173,36.599,1208,27,1,1976,tour-de-france
3,26 June 1976,236.5,35.14,2301,58,3,1976,tour-de-france
4,27 June 1976,37,47.1,169,2,1,1976,tour-de-france
5,28 June 1976,258,34.29,1215,10,1,1976,tour-de-france
6,-1,-1,-1,-1,-1,-1,1976,tour-de-france
7,29 June 1976,144,37.36,1961,93,2,1976,tour-de-france
8,30 June 1976,209,38.88,2195,61,2,1976,tour-de-france
9,01 July 1976,205.5,36.14,3275,120,2,1976,tour-de-france
10,02 July 1976,220.5,37.35,3000,199,4,1976,tour-de-france
11,-1,-1,-1,-1,-1,-1,1976,tour-de-france
12,04 July 1976,258,30.25,6481,457,5,1976,tour-de-france
13,05 July 1976,166,32.94,4500,502,5,1976,tour-de-france
14,06 July 1976,244,42.74,2500,165,2,1976,tour-de-france
15,-1,-1,-1,-1,-1,-1,1976,tour-de-france
16,08 July 1976,205.5,30.26,4500,478,5,1976,tour-de-france
17,09 July 1976,188,37.93,2500,148,4,1976,tour-de-france
18,10 July 1976,139,31.97,4500,505,5,1976,tour-de-france
19,11 July 1976,195,32.35,4500,274,4,1976,tour-de-france
20,12 July 1976,152,32.74,1587,60,1,1976,tour-de-france
21,13 July 1976,38.75,44.13,522,29,1,1976,tour-de-france
22,14 July 1976,86,33.37,869,17,1,1976,tour-de-france
23,14 July 1976,123,35.65,445,4,1,1976,tour-de-france
24,14 July 1976,70.5,41.38,293,1,1,1976,tour-de-france
25,15 July 1976,219.5,32.44,2939,96,2,1976,tour-de-france
26,16 July 1976,220,31.97,4867,347,5,1976,tour-de-france
27,17 July 1976,145.5,34.09,1063,48,1,1976,tour-de-france
28,18 July 1976,6,46.35,86,1,1,1976,tour-de-france
29,18 July 1976,0,34.7439,,,0,1976,tour-de-france
1,30 June 1977,5,47.872,122,0,1,1977,tour-de-france
2,01 July 1977,237,33.146,3507,99,1,1977,tour-de-france
3,02 July 1977,253,30.908,5000,361,4,1977,tour-de-france
4,03 July 1977,248.2,32.694,3500,188,4,1977,tour-de-france
5,04 July 1977,256,33.698,3000,167,2,1977,tour-de-france
6,05 July 1977,138.5,38.105,950,8,1,1977,tour-de-france
7,05 July 1977,30.2,45.99,187,2,1,1977,tour-de-france
8,-1,-1,-1,-1,-1,-1,1977,tour-de-france
9,07 July 1977,225.5,37.514,3100,100,1,1977,tour-de-france
10,08 July 1977,139.5,37.134,1087,16,1,1977,tour-de-france
11,08 July 1977,4,49.83,74,2,1,1977,tour-de-france
12,09 July 1977,246.5,37.664,2453,31,1,1977,tour-de-france
13,10 July 1977,187,36.476,2315,39,1,1977,tour-de-france
14,11 July 1977,174,36.046,1887,68,1,1977,tour-de-france
15,12 July 1977,242.5,34.071,2052,26,1,1977,tour-de-france
16,13 July 1977,192.5,42.36,1802,36,1,1977,tour-de-france
17,14 July 1977,46,48.677,,,1,1977,tour-de-france
18,14 July 1977,159.5,38.902,2615,100,1,1977,tour-de-france
19,-1,-1,-1,-1,-1,-1,1977,tour-de-france
20,16 July 1977,130,20.758,4000,211,4,1977,tour-de-france
21,17 July 1977,105,35.799,2978,300,4,1977,tour-de-france
22,17 July 1977,14,24.84,1002,180,5,1977,tour-de-france
23,18 July 1977,121,34.593,3000,345,4,1977,tour-de-france
24,19 July 1977,184.5,30.722,6000,450,5,1977,tour-de-france
25,20 July 1977,199.5,33.616,3000,261,4,1977,tour-de-france
26,21 July 1977,171.5,38.213,1184,10,1,1977,tour-de-france
27,22 July 1977,50,42.403,864,64,2,1977,tour-de-france
28,23 July 1977,141.5,35.469,1813,73,1,1977,tour-de-france
29,24 July 1977,6,45.763,109,3,1,1977,tour-de-france
30,24 July 1977,90.7,42.164,1061,21,1,1977,tour-de-france
1,29 June 1978,5.2,47.04,27,0,1,1978,tour-de-france
2,30 June 1978,135,39.64,438,1,1,1978,tour-de-france
3,30 June 1978,100,42.18,398,5,1,1978,tour-de-france
4,01 July 1978,199,37.14,1847,31,1,1978,tour-de-france
5,02 July 1978,244,32.85,1705,25,3,1978,tour-de-france
6,-1,-1,-1,-1,-1,-1,1978,tour-de-france
7,04 July 1978,244,40.64,2323,34,1,1978,tour-de-france
8,05 July 1978,162,40.1,1101,21,1,1978,tour-de-france
9,06 July 1978,242,34.48,1980,22,1,1978,tour-de-france
10,07 July 1978,59.3,43.16,815,30,1,1978,tour-de-france
11,08 July 1978,233,34.68,1453,33,1,1978,tour-de-france
12,-1,-1,-1,-1,-1,-1,1978,tour-de-france
13,10 July 1978,192,33.21,3500,274,2,1978,tour-de-france
14,11 July 1978,161,27.8,4500,449,5,1978,tour-de-france
15,12 July 1978,158,,1401,60,1,1978,tour-de-france
16,12 July 1978,96,41.38,646,11,1,1978,tour-de-france
17,13 July 1978,221,32.84,5174,304,5,1978,tour-de-france
18,14 July 1978,52,36.34,1351,198,5,1978,tour-de-france
19,15 July 1978,196,33.62,4761,253,4,1978,tour-de-france
20,16 July 1978,240.5,32.52,5492,432,5,1978,tour-de-france
21,-1,-1,-1,-1,-1,-1,1978,tour-de-france
22,18 July 1978,225,31.14,6500,520,4,1978,tour-de-france
23,19 July 1978,137,37.9,2500,170,3,1978,tour-de-france
24,20 July 1978,182,35.69,2000,76,2,1978,tour-de-france
25,21 July 1978,72,43.42,719,31,2,1978,tour-de-france
26,22 July 1978,207,34.614,1942,41,1,1978,tour-de-france
27,23 July 1978,0,37.9607,,,0,1978,tour-de-france
1,27 June 1979,5,50.14,116,0,1,1979,tour-de-france
2,28 June 1979,225,32.83,4000,337,4,1979,tour-de-france
3,29 June 1979,23.9,26.564,1452,264,5,1979,tour-de-france
4,30 June 1979,180,36.18,3500,277,4,1979,tour-de-france
5,01 July 1979,86.6,48.38,526,4,1,1979,tour-de-france
6,02 July 1979,145,39.91,811,8,1,1979,tour-de-france
7,03 July 1979,239,37.32,1974,35,2,1979,tour-de-france
8,04 July 1979,161.1,39.32,1845,64,2,1979,tour-de-france
9,05 July 1979,90.2,49,848,21,2,1979,tour-de-france
10,06 July 1979,203,42.14,1137,5,1,1979,tour-de-france
11,07 July 1979,124,45.36,1131,50,2,1979,tour-de-france
12,08 July 1979,33.4,46.59,352,10,1,1979,tour-de-france
13,09 July 1979,193,40.967,2696,74,1,1979,tour-de-france
14,10 July 1979,202,40.89,2993,198,5,1979,tour-de-france
15,11 July 1979,248,36.73,3500,160,2,1979,tour-de-france
16,12 July 1979,55.5,35.58,1900,318,5,1979,tour-de-france
17,13 July 1979,201,33.02,5000,494,5,1979,tour-de-france
18,-1,-1,-1,-1,-1,-1,1979,tour-de-france
19,15 July 1979,166.5,26.79,6000,577,5,1979,tour-de-france
20,16 July 1979,119.5,27.1,3500,471,5,1979,tour-de-france
21,17 July 1979,162,33.67,1568,40,2,1979,tour-de-france
22,18 July 1979,234.5,34.91,1949,66,2,1979,tour-de-france
23,19 July 1979,50,43.552,817,57,2,1979,tour-de-france
24,20 July 1979,189,34.12,2360,91,2,1979,tour-de-france
25,21 July 1979,205,34.85,1674,25,3,1979,tour-de-france
26,22 July 1979,181.3,37.53,1894,37,1,1979,tour-de-france
1,26 June 1980,7.6,49.48,,,1,1980,tour-de-france
2,27 June 1980,132.5,39.82,1546,93,2,1980,tour-de-france
3,27 June 1980,45.8,51.13,388,8,1,1980,tour-de-france
4,28 June 1980,276,36.29,2228,39,1,1980,tour-de-france
5,29 June 1980,282,35.35,3500,136,2,1980,tour-de-france
6,30 June 1980,33.4,42.22,667,65,2,1980,tour-de-france
7,01 July 1980,236.5,29.36,1461,9,1,1980,tour-de-france
8,02 July 1980,219.5,36.87,1541,22,1,1980,tour-de-france
9,03 July 1980,65,46.35,614,17,1,1980,tour-de-france
10,03 July 1980,92,40.72,1081,37,1,1980,tour-de-france
11,04 July 1980,164,37.69,1574,48,1,1980,tour-de-france
12,-1,-1,-1,-1,-1,-1,1980,tour-de-france
13,06 July 1980,203.5,37.17,1845,25,1,1980,tour-de-france
14,07 July 1980,162,34.35,1161,14,1,1980,tour-de-france
15,08 July 1980,51,43.47,721,45,3,1980,tour-de-france
16,09 July 1980,193.5,33.61,2746,102,2,1980,tour-de-france
17,10 July 1980,200,30.97,5500,441,4,1980,tour-de-france
18,11 July 1980,189.5,33.96,3130,129,2,1980,tour-de-france
19,12 July 1980,160,40.38,1057,52,3,1980,tour-de-france
20,13 July 1980,207.5,32.29,3500,263,5,1980,tour-de-france
21,14 July 1980,242,33.84,5500,495,4,1980,tour-de-france
22,-1,-1,-1,-1,-1,-1,1980,tour-de-france
23,16 July 1980,196,33.34,5000,522,5,1980,tour-de-france
24,17 July 1980,136.5,34.05,2439,173,4,1980,tour-de-france
25,18 July 1980,34.5,45.36,580,54,3,1980,tour-de-france
26,19 July 1980,207,35.63,1648,33,1,1980,tour-de-france
27,20 July 1980,0,35.1183,,,0,1980,tour-de-france
1,25 June 1981,5.85,51.618,63,1,1,1981,tour-de-france
2,26 June 1981,97,40.61,2000,278,2,1981,tour-de-france
3,26 June 1981,40,51.799,268,3,1,1981,tour-de-france
4,27 June 1981,254,38.83,3500,118,1,1981,tour-de-france
5,28 June 1981,232,35.34,1568,22,1,1981,tour-de-france
6,-1,-1,-1,-1,-1,-1,1981,tour-de-france
7,30 June 1981,117.5,33.03,3500,452,5,1981,tour-de-france
8,01 July 1981,26.7,43.49,475,52,2,1981,tour-de-france
9,02 July 1981,227,40.368,1731,19,1,1981,tour-de-france
10,03 July 1981,182,39.62,1267,19,1,1981,tour-de-france
11,-1,-1,-1,-1,-1,-1,1981,tour-de-france
12,05 July 1981,196.5,44.69,1781,22,1,1981,tour-de-france
13,06 July 1981,258.5,40.54,2060,28,1,1981,tour-de-france
14,07 July 1981,246,38.83,1790,12,1,1981,tour-de-france
15,08 July 1981,105.5,44.03,1052,42,1,1981,tour-de-france
16,08 July 1981,133.8,39.4,969,7,1,1981,tour-de-france
17,09 July 1981,157,39.03,854,9,1,1981,tour-de-france
18,10 July 1981,38.5,45.15,334,8,1,1981,tour-de-france
19,11 July 1981,231,39.93,4000,220,4,1981,tour-de-france
20,12 July 1981,199.5,31.88,5000,496,4,1981,tour-de-france
21,-1,-1,-1,-1,-1,-1,1981,tour-de-france
22,14 July 1981,230.5,30.24,5245,753,5,1981,tour-de-france
23,15 July 1981,131,30.62,4000,479,5,1981,tour-de-france
24,16 July 1981,117.5,37.53,1996,92,2,1981,tour-de-france
25,17 July 1981,46.5,45.05,508,27,2,1981,tour-de-france
26,18 July 1981,207,37.34,1803,30,1,1981,tour-de-france
27,19 July 1981,0,38.5298,,,0,1981,tour-de-france
1,02 July 1982,7,44.13,112,13,1,1982,tour-de-france
2,03 July 1982,207,38.77,3367,167,2,1982,tour-de-france
3,04 July 1982,246,37.7,2500,109,3,1982,tour-de-france
4,05 July 1982,134,40.58,1591,75,5,1982,tour-de-france
5,06 July 1982,207,35.87,1972,30,1,1982,tour-de-france
6,07 July 1982,0,,556,5,1,1982,tour-de-france
7,08 July 1982,233,39.3,1184,6,1,1982,tour-de-france
8,-1,-1,-1,-1,-1,-1,1982,tour-de-france
9,10 July 1982,234,38.24,2596,44,1,1982,tour-de-france
10,11 July 1982,205,40.527,2823,88,2,1982,tour-de-france
11,-1,-1,-1,-1,-1,-1,1982,tour-de-france
12,12 July 1982,138,44.15,1350,39,1,1982,tour-de-france
13,13 July 1982,148,45.11,1272,20,1,1982,tour-de-france
14,14 July 1982,57,44.14,588,20,2,1982,tour-de-france
15,15 July 1982,249,35.93,4000,262,4,1982,tour-de-france
16,16 July 1982,122,33.2,3406,385,5,1982,tour-de-france
17,-1,-1,-1,-1,-1,-1,1982,tour-de-france
18,18 July 1982,32,42.48,551,30,3,1982,tour-de-france
19,19 July 1982,208,31.62,4500,471,5,1982,tour-de-france
20,20 July 1982,123,36.11,3000,475,5,1982,tour-de-france
21,21 July 1982,251,33.15,5000,488,4,1982,tour-de-france
22,22 July 1982,233,35.59,2500,85,2,1982,tour-de-france
23,23 July 1982,48,44.66,508,27,2,1982,tour-de-france
24,24 July 1982,161,36.82,1417,17,1,1982,tour-de-france
25,25 July 1982,0,37.934,,,0,1982,tour-de-france
1,01 July 1983,5,42.76,154,3,1,1983,tour-de-france
2,02 July 1983,163,42.59,1287,25,1,1983,tour-de-france
3,-1,-1,-1,-1,-1,-1,1983,tour-de-france
4,04 July 1983,152,40.336,800,3,1,1983,tour-de-france
5,05 July 1983,299,37.52,2469,31,2,1983,tour-de-france
6,06 July 1983,257,35.87,2658,62,2,1983,tour-de-france
7,07 July 1983,58,44.29,506,9,1,1983,tour-de-france
8,08 July 1983,216,37.5,881,2,1,1983,tour-de-france
9,09 July 1983,222,35.43,1617,21,1,1983,tour-de-france
10,10 July 1983,207,35.82,1461,46,2,1983,tour-de-france
11,11 July 1983,201,31.45,5500,441,4,1983,tour-de-france
12,12 July 1983,177,39.76,1202,49,1,1983,tour-de-france
13,13 July 1983,254,34.81,2500,127,3,1983,tour-de-france
14,14 July 1983,210,34.99,3500,232,2,1983,tour-de-france
15,15 July 1983,149,40.77,2500,155,4,1983,tour-de-france
16,16 July 1983,15,22.1,1101,227,5,1983,tour-de-france
17,17 July 1983,144.5,37.76,3028,117,2,1983,tour-de-france
18,18 July 1983,223.5,30.37,6500,620,5,1983,tour-de-france
19,-1,-1,-1,-1,-1,-1,1983,tour-de-france
20,20 July 1983,247.5,31.91,6589,572,4,1983,tour-de-france
21,21 July 1983,15,25.6,1069,169,5,1983,tour-de-france
22,22 July 1983,291,39.42,3000,91,2,1983,tour-de-france
23,22 July 1983,50,41.89,817,57,2,1983,tour-de-france
24,-1,-1,-1,-1,-1,-1,1983,tour-de-france
25,24 July 1983,0,36.6194,,,0,1983,tour-de-france
1,29 June 1984,5.4,48.72,,,1,1984,tour-de-france
2,30 June 1984,148.5,42.98,948,13,1,1984,tour-de-france
3,01 July 1984,250,35.67,2397,36,1,1984,tour-de-france
4,-1,-1,-1,-1,-1,-1,1984,tour-de-france
5,02 July 1984,83,35.81,428,2,1,1984,tour-de-france
6,03 July 1984,207,42.86,1843,38,1,1984,tour-de-france
7,04 July 1984,202,38.45,1822,34,2,1984,tour-de-france
8,05 July 1984,67,45.92,606,22,1,1984,tour-de-france
9,06 July 1984,192,44.49,1277,10,1,1984,tour-de-france
10,07 July 1984,338,34.95,2013,20,1,1984,tour-de-france
11,08 July 1984,198,40.82,1808,65,1,1984,tour-de-france
12,09 July 1984,226.5,32.08,4500,487,5,1984,tour-de-france
13,10 July 1984,111,41.69,1050,27,1,1984,tour-de-france
14,11 July 1984,220.5,36.41,2799,127,2,1984,tour-de-france
15,12 July 1984,227.5,37.84,3500,236,2,1984,tour-de-france
16,13 July 1984,241.5,34.04,3500,243,4,1984,tour-de-france
17,-1,-1,-1,-1,-1,-1,1984,tour-de-france
18,15 July 1984,22,31.29,1036,185,5,1984,tour-de-france
19,16 July 1984,151,32.43,5473,468,5,1984,tour-de-france
20,17 July 1984,185,29.78,6000,611,5,1984,tour-de-france
21,18 July 1984,186,29.648,5500,479,4,1984,tour-de-france
22,19 July 1984,140.5,33.82,3484,291,5,1984,tour-de-france
23,20 July 1984,320.5,33.85,3000,86,2,1984,tour-de-france
24,21 July 1984,51,45.46,744,49,2,1984,tour-de-france
25,22 July 1984,0,36.2238,,,0,1984,tour-de-france
1,28 June 1985,6.8,46.45,128,14,1,1985,tour-de-france
2,29 June 1985,256,39.1,2500,76,1,1985,tour-de-france
3,30 June 1985,242,37.29,2752,45,1,1985,tour-de-france
4,01 July 1985,75,49.92,902,36,1,1985,tour-de-france
5,02 July 1985,239.5,36.68,3047,70,1,1985,tour-de-france
6,03 July 1985,224,34.69,1898,24,1,1985,tour-de-france
7,04 July 1985,221.5,34.11,2354,60,1,1985,tour-de-france
8,05 July 1985,217,36.66,2341,81,2,1985,tour-de-france
9,06 July 1985,75,47.41,1191,66,2,1985,tour-de-france
10,07 July 1985,173.5,41.04,2890,104,3,1985,tour-de-france
11,08 July 1985,204.5,40.04,3000,217,5,1985,tour-de-france
12,09 July 1985,195,36.67,3500,427,5,1985,tour-de-france
13,10 July 1985,269,31.93,6000,564,5,1985,tour-de-france
14,11 July 1985,31.8,46.46,746,76,2,1985,tour-de-france
15,-1,-1,-1,-1,-1,-1,1985,tour-de-france
16,13 July 1985,179,36.22,3000,245,4,1985,tour-de-france
17,14 July 1985,237.5,33.24,4000,264,4,1985,tour-de-france
18,15 July 1985,247,37.82,3500,130,2,1985,tour-de-france
19,16 July 1985,209.5,30.12,5000,588,5,1985,tour-de-france
20,17 July 1985,52.5,31.72,2412,386,5,1985,tour-de-france
21,17 July 1985,83.5,35.06,2000,260,4,1985,tour-de-france
22,18 July 1985,200,35.07,1637,17,1,1985,tour-de-france
23,19 July 1985,225,38.23,3000,106,3,1985,tour-de-france
24,20 July 1985,45.7,43.63,1004,92,2,1985,tour-de-france
25,21 July 1985,0,36.3922,,,0,1985,tour-de-france
1,04 July 1986,4.6,51.59,63,0,1,1986,tour-de-france
2,05 July 1986,85,43.02,936,37,3,1986,tour-de-france
3,05 July 1986,56,47.69,595,26,1,1986,tour-de-france
4,06 July 1986,214,37.162,1861,26,1,1986,tour-de-france
5,07 July 1986,243,34.957,2270,56,1,1986,tour-de-france
6,08 July 1986,124.5,40.579,1140,39,2,1986,tour-de-france
7,09 July 1986,200,41.81,1857,32,3,1986,tour-de-france
8,10 July 1986,201,40.61,2459,77,1,1986,tour-de-france
9,11 July 1986,204,43.73,1991,27,1,1986,tour-de-france
10,12 July 1986,61.5,46.85,466,13,1,1986,tour-de-france
11,13 July 1986,183,41.083,1626,22,1,1986,tour-de-france
12,14 July 1986,258.5,41.62,1946,29,1,1986,tour-de-france
13,15 July 1986,217.5,35.92,4500,339,4,1986,tour-de-france
14,16 July 1986,186,30.441,5500,553,5,1986,tour-de-france
15,17 July 1986,154,40.574,1171,28,1,1986,tour-de-france
16,18 July 1986,225.5,38.381,2022,30,1,1986,tour-de-france
17,19 July 1986,246.5,32.159,2500,166,2,1986,tour-de-france
18,20 July 1986,190,32.307,5000,607,5,1986,tour-de-france
19,21 July 1986,162.5,32.173,5000,560,5,1986,tour-de-france
20,-1,-1,-1,-1,-1,-1,1986,tour-de-france
21,23 July 1986,179.5,35.177,3000,235,4,1986,tour-de-france
22,24 July 1986,58,46.032,1035,105,2,1986,tour-de-france
23,25 July 1986,190,34.269,4219,305,5,1986,tour-de-france
24,26 July 1986,196,37.582,1312,33,1,1986,tour-de-france
25,27 July 1986,0,36.9555,,,0,1986,tour-de-france
1,01 July 1987,6.1,51.55,72,0,1,1987,tour-de-france
2,02 July 1987,105.5,48.12,723,10,1,1987,tour-de-france
3,02 July 1987,40.5,54.2,272,2,1,1987,tour-de-france
4,-1,-1,-1,-1,-1,-1,1987,tour-de-france
5,04 July 1987,219,40.11,,,2,1987,tour-de-france
6,05 July 1987,79,43.33,1017,39,2,1987,tour-de-france
7,05 July 1987,112.5,44.27,1548,54,2,1987,tour-de-france
8,06 July 1987,169,40.09,2646,83,4,1987,tour-de-france
9,07 July 1987,211,41.07,1894,26,1,1987,tour-de-france
10,08 July 1987,205.5,38.07,1351,21,1,1987,tour-de-france
11,09 July 1987,260,36.63,1675,32,1,1987,tour-de-france
12,10 July 1987,87.5,44.42,808,17,1,1987,tour-de-france
13,11 July 1987,255,35.84,3532,149,3,1987,tour-de-france
14,12 July 1987,228,39.5,2211,51,1,1987,tour-de-france
15,13 July 1987,219,34.59,4500,344,4,1987,tour-de-france
16,14 July 1987,166,31.673,5000,577,5,1987,tour-de-france
17,15 July 1987,164,41.347,1766,53,2,1987,tour-de-france
18,16 July 1987,216.5,36.25,2919,165,5,1987,tour-de-france
19,17 July 1987,229,36.37,2500,126,2,1987,tour-de-france
20,-1,-1,-1,-1,-1,-1,1987,tour-de-france
21,19 July 1987,36.5,27.47,1988,330,5,1987,tour-de-france
22,20 July 1987,185,37.81,4842,319,4,1987,tour-de-france
23,21 July 1987,201,34.24,5500,491,5,1987,tour-de-france
24,22 July 1987,185.5,30.32,6000,608,5,1987,tour-de-france
25,23 July 1987,186,29.86,5500,482,4,1987,tour-de-france
26,24 July 1987,212,31.69,3130,82,2,1987,tour-de-france
27,-1,-1,-1,-1,-1,-1,1987,tour-de-france
28,26 July 1987,38,47.22,472,36,2,1987,tour-de-france
29,26 July 1987,0,36.4038,,,0,1987,tour-de-france
1,03 July 1988,1,48.65,44,0,1,1988,tour-de-france
2,04 July 1988,91.5,40.2,459,6,1,1988,tour-de-france
3,04 July 1988,48,51.88,498,20,1,1988,tour-de-france
4,05 July 1988,213.5,43.85,1484,21,1,1988,tour-de-france
5,06 July 1988,158,46.19,1567,36,3,1988,tour-de-france
6,07 July 1988,147.5,45.56,1336,28,1,1988,tour-de-france
7,08 July 1988,52,49.24,266,0,1,1988,tour-de-france
8,09 July 1988,225,41.26,2153,56,1,1988,tour-de-france
9,10 July 1988,219,40.52,1820,46,2,1988,tour-de-france
10,11 July 1988,160.5,42.33,2271,98,4,1988,tour-de-france
11,12 July 1988,149.5,43.02,2322,74,2,1988,tour-de-france
12,13 July 1988,232,38.15,4000,290,3,1988,tour-de-france
13,14 July 1988,227,32.76,6000,634,5,1988,tour-de-france
14,15 July 1988,38,36.54,1415,182,5,1988,tour-de-france
15,-1,-1,-1,-1,-1,-1,1988,tour-de-france
16,17 July 1988,163,36.15,3000,464,5,1988,tour-de-france
17,18 July 1988,187.5,29.548,6000,659,5,1988,tour-de-france
18,19 July 1988,38,48.93,203,12,1,1988,tour-de-france
19,19 July 1988,210,42.27,1155,13,1,1988,tour-de-france
20,20 July 1988,93.5,42.26,1489,77,3,1988,tour-de-france
21,21 July 1988,188,35.86,4079,287,5,1988,tour-de-france
22,22 July 1988,223.5,36.87,2365,44,2,1988,tour-de-france
23,23 July 1988,46,44.08,576,32,2,1988,tour-de-france
24,24 July 1988,0,38.8812,,,0,1988,tour-de-france
1,01 July 1989,7.8,47.27,152,32,1,1989,tour-de-france
2,02 July 1989,135.5,40.33,2028,110,2,1989,tour-de-france
3,02 July 1989,46,51.3,433,17,1,1989,tour-de-france
4,03 July 1989,241,36.67,3895,160,2,1989,tour-de-france
5,04 July 1989,255,40.91,2076,25,1,1989,tour-de-france
6,-1,-1,-1,-1,-1,-1,1989,tour-de-france
7,06 July 1989,73,44.6,785,21,3,1989,tour-de-france
8,07 July 1989,259,37.2,1854,24,1,1989,tour-de-france
9,08 July 1989,258.5,35.09,1619,17,1,1989,tour-de-france
10,09 July 1989,157,40.7,1838,64,2,1989,tour-de-france
11,10 July 1989,147,32.36,4500,523,5,1989,tour-de-france
12,11 July 1989,136,31.11,4750,563,5,1989,tour-de-france
13,12 July 1989,158.5,43.67,1911,52,2,1989,tour-de-france
14,13 July 1989,242,42.59,2648,52,2,1989,tour-de-france
15,14 July 1989,179,41.71,1451,51,2,1989,tour-de-france
16,15 July 1989,240,37.12,3500,154,2,1989,tour-de-france
17,16 July 1989,39,33.1,1453,193,5,1989,tour-de-france
18,-1,-1,-1,-1,-1,-1,1989,tour-de-france
19,18 July 1989,175,36.62,4000,418,5,1989,tour-de-france
20,19 July 1989,165,31.87,5000,560,5,1989,tour-de-france
21,20 July 1989,91.5,36.25,2560,279,5,1989,tour-de-france
22,21 July 1989,125,37.901,2500,264,4,1989,tour-de-france
23,22 July 1989,130,37.82,1286,33,1,1989,tour-de-france
24,23 July 1989,0,37.485,,,0,1989,tour-de-france
1,30 June 1990,6.3,48.36,184,12,1,1990,tour-de-france
2,01 July 1990,138.5,41.76,1232,49,1,1990,tour-de-france
3,01 July 1990,44.5,50,478,19,1,1990,tour-de-france
4,02 July 1990,233,40.38,1874,39,1,1990,tour-de-france
5,03 July 1990,203,37.64,1952,31,1,1990,tour-de-france
6,04 July 1990,301,39,3365,73,1,1990,tour-de-france
7,-1,-1,-1,-1,-1,-1,1990,tour-de-france
8,06 July 1990,202.5,37.51,2082,47,1,1990,tour-de-france
9,07 July 1990,61.5,47.87,845,50,1,1990,tour-de-france
10,08 July 1990,181.9,40.89,805,8,1,1990,tour-de-france
11,09 July 1990,196,41.1,2381,41,2,1990,tour-de-france
12,10 July 1990,118.5,34.76,2501,188,5,1990,tour-de-france
13,11 July 1990,182.5,32.41,4877,395,5,1990,tour-de-france
14,12 July 1990,33.5,35.35,970,102,3,1990,tour-de-france
15,-1,-1,-1,-1,-1,-1,1990,tour-de-france
16,14 July 1990,149,44.66,1734,83,2,1990,tour-de-france
17,15 July 1990,205,39.42,2812,132,5,1990,tour-de-france
18,16 July 1990,170,40.17,1731,42,2,1990,tour-de-france
19,17 July 1990,215,30.38,3999,374,5,1990,tour-de-france
20,18 July 1990,150,36.23,2586,88,4,1990,tour-de-france
21,19 July 1990,202,35.49,321,0,1,1990,tour-de-france
22,20 July 1990,182.5,34.64,1114,18,1,1990,tour-de-france
23,21 July 1990,45.5,43.56,1097,118,1,1990,tour-de-france
24,22 July 1990,0,37.5233,,,0,1990,tour-de-france
1,06 July 1991,5.4,52.4,63,2,1,1991,tour-de-france
2,07 July 1991,114.5,46.14,1653,59,1,1991,tour-de-france
3,07 July 1991,36.5,52.92,265,7,1,1991,tour-de-france
4,08 July 1991,210.5,40.07,1532,25,1,1991,tour-de-france
5,09 July 1991,286,36.57,2950,62,1,1991,tour-de-france
6,10 July 1991,149.5,45.39,1191,19,1,1991,tour-de-france
7,11 July 1991,259,39,2593,55,1,1991,tour-de-france
8,12 July 1991,196.5,48.66,1707,45,1,1991,tour-de-france
9,13 July 1991,73,45.75,934,39,1,1991,tour-de-france
10,14 July 1991,161,43.74,1679,29,1,1991,tour-de-france
11,15 July 1991,207.5,38.5,2047,29,1,1991,tour-de-france
12,16 July 1991,246,47.23,2402,35,1,1991,tour-de-france
13,-1,-1,-1,-1,-1,-1,1991,tour-de-france
14,18 July 1991,192,36.47,4000,372,4,1991,tour-de-france
15,19 July 1991,232,32.28,6000,577,5,1991,tour-de-france
16,20 July 1991,172.5,40.45,1912,56,1,1991,tour-de-france
17,21 July 1991,235,36.97,3000,156,1,1991,tour-de-france
18,22 July 1991,215,35.18,2500,97,1,1991,tour-de-france
19,23 July 1991,125,36.44,,,5,1991,tour-de-france
20,24 July 1991,255,34.24,5000,450,3,1991,tour-de-france
21,25 July 1991,177,41.09,3000,224,2,1991,tour-de-france
22,26 July 1991,160,37.96,2910,96,2,1991,tour-de-france
23,27 July 1991,57,47.67,864,53,1,1991,tour-de-france
24,28 July 1991,0,39.0399,,,0,1991,tour-de-france
1,04 July 1992,8,51.25,148,11,1,1992,tour-de-france
2,05 July 1992,194.5,42.03,2500,227,2,1992,tour-de-france
3,06 July 1992,255,38.07,4000,291,2,1992,tour-de-france
4,07 July 1992,218,37.88,1285,17,1,1992,tour-de-france
5,08 July 1992,63.5,52.01,667,28,1,1992,tour-de-france
6,09 July 1992,196,47.8,1538,15,1,1992,tour-de-france
7,10 July 1992,167,46.15,2168,74,1,1992,tour-de-france
8,11 July 1992,196.5,45.04,2010,85,1,1992,tour-de-france
9,12 July 1992,206.5,43.42,2609,123,1,1992,tour-de-france
10,13 July 1992,65,49.05,880,52,2,1992,tour-de-france
11,14 July 1992,217,43.01,2000,90,1,1992,tour-de-france
12,15 July 1992,249.5,38.3,4500,255,2,1992,tour-de-france
13,-1,-1,-1,-1,-1,-1,1992,tour-de-france
14,17 July 1992,192,26.73,4500,216,3,1992,tour-de-france
15,18 July 1992,254.5,32.85,6974,608,5,1992,tour-de-france
16,19 July 1992,186.5,32.72,6000,613,5,1992,tour-de-france
